PC1,PC2,PC3,PC4
1.3803827863658051,-0.3047268326009823,-0.24106170473522567,-1.415719322242498
1.438869644633092,0.537468225611225,0.08423230340166189,0.030928210609931457
1.5134525556437743,1.2325645334065751,0.9853059356198779,-0.1685220812958878
-0.8251053991359073,1.2107896181052393,0.2521406095207513,0.33929410970148477
0.8028971082483896,1.766045962118288,0.31269799997240183,-0.2349048595888407
0.8861654648503079,0.12989417893346455,0.0189497754773986,-0.7027221104716143
0.6032560203667761,-0.46154812403864875,-0.6731222244446782,-0.7217471792381679
1.1526487141521777,0.6076761527297397,0.3081279517863706,-0.1658604200069274
0.5300120664774196,-0.6301380623446862,-0.10707160633845056,-0.6844888363144636
2.19686557451763,0.32604951029549045,0.06994284177464008,-0.11522152892910928
1.4396377890823076,0.5542031070288189,0.3156151727351328,0.864145163823827
-0.8444768181721615,-0.022084171542163748,-0.4509863573279243,-0.23494895018952153
1.8828558831190851,0.5323381981943739,-0.3181053447132883,-1.6766933162207016
1.3502890347643688,0.7078407147561535,-1.117364639136731,0.3619407125362905
1.8157121344384493,0.27500093755032057,-0.39455721039274255,-1.4975823947595897
-0.6306354677133039,-0.8084564410591975,-0.4717352888566739,-0.8781917725108039
1.9409723793867029,-1.6543031290006287,0.631395596039715,-0.7636640501047094
0.1385886593528614,0.5408411511000452,1.1246129715477842,-0.8548447401585124
1.1933295569349183,1.2220421581153966,0.029717863012762236,-0.33348570335139216
0.5464702992559822,-0.5447134562474507,-0.5265191093000776,-0.3477055950850364
0.5698299046383299,0.669507282847007,-0.01870474543757767,-0.7513204361817175
-1.5219215961763004,0.07627678891259698,0.143798498249085,0.4414522658690503
-0.01657293482242037,2.0892455505236103,0.15012586964131328,0.16385525255778624
2.7756830647787925,2.621672935749381,0.5238532408396023,-0.18063138472267798
1.7826587727362109,1.7063200694547338,0.1512901415911265,-0.31196757588927104
0.5664784057970236,-1.6412264289553282,-2.101531587567477,-0.7069392851435691
-1.402122257081539,0.4592588459135769,0.11024962049523775,0.12163778699195814
-1.6468867167937242,-0.4352235082572095,-0.1774730260025527,-1.0725337405833264
2.894312876497601,0.6138545610827236,0.6480255615873204,-0.16967933336979613
-0.5712825184865793,0.6347323202138908,-0.740468330327504,-0.8408598554140586
0.9343577339784324,0.8382841822186736,0.05283304360216135,-0.7578158633330158
-0.03830503577552042,-0.06230119704217301,0.5350981994370076,0.4087619494426468
-0.7197049307340071,-0.6751413502895997,-0.771842035289469,-1.380856439038282
-0.09045573572336606,1.4913825318169929,-0.5011676367044682,0.296442606955163
-0.7111058902038457,-1.4640518526065636,0.44395134705516437,-0.24525017050921838
1.3193478630695068,-1.4003073405670308,0.313715945707665,0.6994633079933843
0.3653243721511443,1.4608749289787721,0.2727800025384999,-0.8727030451153063
1.616716250627836,0.49056518738331245,-0.878307560439322,0.1427068703131111
2.426245486856893,-2.0077895576344917,-0.6419523487114697,-1.7761438332526236
-2.3548141182509577,2.146169658657222,0.2303275899157277,-0.20822806571504998
0.2569922421132887,2.2425467183658885,0.45704053814772955,0.19079925763802766
0.5198432322952885,1.0613722477620855,0.06777911834482038,-0.4499714593574321
1.3830941762193198,-1.8729974107944776,-2.2295970347869174,-0.44247170796615104
2.0465959558922626,-2.1465947117956863,-0.8879205685443334,1.3264702905936954
0.984735661613712,-1.285206352414629,-1.9114277221601177,0.09971345601436385
2.7167480781049558,0.8927684012872991,0.5522395297984029,-0.0010531435848002157
2.312255050582881,0.10961376954128813,0.12077420919561757,0.44738637936001907
3.7688658039603293,2.6096455802041,-0.5767149650690544,0.3458692459706433
1.465402595492103,0.07399152305820172,-0.2497908791015555,-0.7549796116788493
2.809985444718891,0.26378153007386973,-0.35257840915111627,0.48247913636395495
-1.0601692009648778,0.7397865367302302,0.7689877216868914,0.15677277140859341
0.5621876238123639,-1.4832469661488028,-0.3671221208436868,-0.5921775516385996
0.5975473250532487,0.4554417056742593,-0.6944728096964821,-1.2972144585769603
1.6803209282639626,-1.7921866315897588,0.00769289091795133,0.9739060100758523
-1.4159442548176515,1.0010847697296132,-0.02563248145115638,-0.5143771261321158
0.4573845842419386,-0.09788164229993201,0.1678660328886896,-0.20250690099949029
3.022665358068742,0.4475802545299214,-0.24062558213557034,0.7640857233082767
2.1361693101755077,-1.4913257720268631,-0.02977876973353983,-2.1027260948208664
-1.297809654411912,-0.3454111932730783,-0.34470379935992085,-0.8495079605277744
1.2983613908278249,-0.8323778187167269,0.20038443184661633,-1.561342463149335
0.7759495169384755,-1.7170177130317754,-1.0341332209261935,-1.3395146549948573
3.5787938021463623,1.5979068183956737,-1.1203777080523223,0.183839096002809
0.8840666716247354,0.6609199722937237,-0.2663383166333749,0.6452090705342088
1.9269682042364744,0.7347862776710246,-0.3963380035243715,0.4248671126652381
-0.5990409337379207,0.33387852413526387,0.3816092612330337,0.4813988741423291
3.965246611115627,-3.1018514615552677,1.4696181438683444,-0.5864228095808292
0.42195643798486876,-5.091318627636229,0.7969899487039118,1.7460303936416843
1.4078587577119075,0.4227011593579721,-0.853812968397334,-0.2808448150094161
0.41552924788080897,0.9202648912296956,1.1299705332742103,0.8066601394178807
-1.07715331408282,-0.8743296530196794,-0.8701078194002155,-0.17012065203017096
-1.2893867055799342,1.554630318831957,0.16020437257337772,0.5869646992979765
1.052184013528022,2.027709916791184,0.8470816572972362,-0.1976315024057865
-0.3575332897150199,0.12426213529256272,-0.7148500609337363,1.6103394351929574
0.20753520558629465,1.231209402657893,-0.734939131923757,0.7991253134589896
1.0784129252504924,0.42188002020971715,0.11700899245193754,-0.26289193651609044
-6.087092664211507,1.193868184060442,1.1360210521758285,-0.7103011251495328
0.04142716319545281,-0.03959421632744675,0.9978114795358557,1.6809451578141217
2.4918618541472926,0.1729690342632455,-0.7602954135636051,-0.25810198386744926
-1.626363584021906,-0.33432940647110265,-0.8200517142776674,0.2718491831714397
0.23405936084831197,-0.4930040787709168,0.9992056568257182,-0.10739516745137542
-0.9891553826731738,-0.8387164708149774,-0.06482680834229794,-0.8324980387607949
1.956638222061581,-2.733830097085282,0.11276794324256419,0.7675554517952528
1.615763397701627,0.39293795184642294,0.0657340693223899,-0.6959104811404228
-1.1703377785626223,0.6153423267394449,-0.32427520370176866,-0.2636738556517051
0.15170867899654272,-0.6767441910442354,-1.5068564559877473,0.2295271942935698
4.2812527956480695,0.9022215129446653,-0.6551442271510871,-0.3015421531136037
3.522441856040816,0.6337944341131219,-1.2928626909481984,-0.21909453725861855
0.8605756836169155,2.659333368757537,0.5987679824720534,-0.42730127824347036
-2.2167653105838037,-0.34953685619271513,-1.3823665576989923,1.655451757544965
-0.03822553858197539,1.5607003249369864,0.21662540727846372,-0.3245197353987097
-2.4856857273141286,0.19637313634890996,-0.17806347780112494,0.20445344560199874
-0.7079216240455138,1.2398160330760375,-0.020377638587079798,0.6826583251398056
3.2333110817370168,1.4061479797787595,0.13517265978211268,0.27996414179097545
-1.4504310129591738,2.299420715115442,0.7739781173560495,1.2271775959326368
1.6911485219569662,-1.344241037710909,-0.979995138153186,-0.633378632669578
0.27691614460158576,-3.5169127978163592,3.2942938983158983,1.622278811596224
1.070119076428825,-3.9233165857642,1.5119871710280532,0.8306232155271982
-3.3888659858173207,-2.619196391113191,0.5331154050013024,0.7121759305046411
-3.5713291232627196,-2.2664856672966196,0.8676355734987161,0.5071429298857524
