PC1,PC2,PC3,PC4,Cluster
1.3803827863658051,-0.3047268326009823,-0.2410617047352256,-1.415719322242498,2
1.438869644633092,0.537468225611225,0.0842323034016618,0.0309282106099314,2
1.5134525556437743,1.2325645334065751,0.985305935619878,-0.1685220812958878,2
-0.8251053991359073,1.210789618105239,0.2521406095207513,0.3392941097014847,1
0.8028971082483896,1.766045962118288,0.3126979999724018,-0.2349048595888407,2
0.8861654648503079,0.1298941789334645,0.0189497754773986,-0.7027221104716143,2
0.6032560203667761,-0.4615481240386487,-0.6731222244446782,-0.7217471792381679,0
1.1526487141521775,0.6076761527297397,0.3081279517863706,-0.1658604200069274,2
0.5300120664774196,-0.6301380623446862,-0.1070716063384505,-0.6844888363144636,2
2.19686557451763,0.3260495102954904,0.06994284177464,-0.1152215289291092,2
1.4396377890823076,0.5542031070288189,0.3156151727351328,0.864145163823827,2
-0.8444768181721615,-0.0220841715421637,-0.4509863573279243,-0.2349489501895215,1
1.8828558831190847,0.5323381981943739,-0.3181053447132883,-1.6766933162207016,2
1.3502890347643688,0.7078407147561535,-1.117364639136731,0.3619407125362905,2
1.8157121344384493,0.2750009375503205,-0.3945572103927425,-1.4975823947595897,2
-0.6306354677133039,-0.8084564410591975,-0.4717352888566739,-0.8781917725108039,0
1.9409723793867029,-1.6543031290006287,0.631395596039715,-0.7636640501047094,0
0.1385886593528614,0.5408411511000452,1.1246129715477842,-0.8548447401585124,2
1.1933295569349185,1.2220421581153966,0.0297178630127622,-0.3334857033513921,2
0.5464702992559822,-0.5447134562474507,-0.5265191093000776,-0.3477055950850364,0
0.5698299046383299,0.669507282847007,-0.0187047454375776,-0.7513204361817175,2
-1.5219215961763004,0.0762767889125969,0.143798498249085,0.4414522658690503,1
-0.0165729348224203,2.0892455505236103,0.1501258696413132,0.1638552525577862,2
2.7756830647787925,2.621672935749381,0.5238532408396023,-0.1806313847226779,2
1.7826587727362109,1.7063200694547338,0.1512901415911265,-0.311967575889271,2
0.5664784057970236,-1.6412264289553282,-2.101531587567477,-0.7069392851435691,0
-1.402122257081539,0.4592588459135769,0.1102496204952377,0.1216377869919581,1
-1.6468867167937242,-0.4352235082572095,-0.1774730260025527,-1.0725337405833264,1
2.894312876497601,0.6138545610827236,0.6480255615873204,-0.1696793333697961,2
-0.5712825184865793,0.6347323202138908,-0.740468330327504,-0.8408598554140586,2
0.9343577339784324,0.8382841822186736,0.0528330436021613,-0.7578158633330158,2
-0.0383050357755204,-0.062301197042173,0.5350981994370076,0.4087619494426468,2
-0.7197049307340071,-0.6751413502895997,-0.771842035289469,-1.380856439038282,0
-0.090455735723366,1.4913825318169929,-0.5011676367044682,0.296442606955163,2
-0.7111058902038457,-1.4640518526065636,0.4439513470551643,-0.2452501705092183,2
1.3193478630695068,-1.4003073405670308,0.313715945707665,0.6994633079933843,0
0.3653243721511443,1.460874928978772,0.2727800025384999,-0.8727030451153063,2
1.616716250627836,0.4905651873833124,-0.878307560439322,0.1427068703131111,2
2.426245486856893,-2.007789557634492,-0.6419523487114697,-1.7761438332526236,0
-2.3548141182509577,2.146169658657222,0.2303275899157277,-0.2082280657150499,2
0.2569922421132887,2.2425467183658885,0.4570405381477295,0.1907992576380276,2
0.5198432322952885,1.0613722477620855,0.0677791183448203,-0.4499714593574321,2
1.3830941762193198,-1.8729974107944776,-2.2295970347869174,-0.442471707966151,0
2.0465959558922626,-2.1465947117956863,-0.8879205685443334,1.3264702905936954,0
0.984735661613712,-1.285206352414629,-1.9114277221601177,0.0997134560143638,0
2.716748078104956,0.8927684012872991,0.5522395297984029,-0.0010531435848002,2
2.312255050582881,0.1096137695412881,0.1207742091956175,0.447386379360019,2
3.768865803960329,2.6096455802041,-0.5767149650690544,0.3458692459706433,2
1.465402595492103,0.0739915230582017,-0.2497908791015555,-0.7549796116788493,2
2.809985444718891,0.2637815300738697,-0.3525784091511162,0.4824791363639549,2
-1.0601692009648778,0.7397865367302302,0.7689877216868914,0.1567727714085934,1
0.5621876238123639,-1.4832469661488028,-0.3671221208436868,-0.5921775516385996,0
0.5975473250532487,0.4554417056742593,-0.6944728096964821,-1.2972144585769605,2
1.6803209282639626,-1.7921866315897588,0.0076928909179513,0.9739060100758524,0
-1.4159442548176515,1.0010847697296132,-0.0256324814511563,-0.5143771261321158,1
0.4573845842419386,-0.097881642299932,0.1678660328886896,-0.2025069009994902,2
3.022665358068742,0.4475802545299214,-0.2406255821355703,0.7640857233082767,2
2.136169310175508,-1.4913257720268631,-0.0297787697335398,-2.1027260948208664,0
-1.297809654411912,-0.3454111932730783,-0.3447037993599208,-0.8495079605277744,1
1.2983613908278249,-0.8323778187167269,0.2003844318466163,-1.561342463149335,2
0.7759495169384755,-1.7170177130317754,-1.0341332209261935,-1.3395146549948571,0
3.5787938021463623,1.5979068183956735,-1.1203777080523225,0.183839096002809,2
0.8840666716247354,0.6609199722937237,-0.2663383166333749,0.6452090705342088,2
1.9269682042364744,0.7347862776710246,-0.3963380035243715,0.4248671126652381,2
-0.5990409337379207,0.3338785241352638,0.3816092612330337,0.4813988741423291,2
3.965246611115627,-3.101851461555268,1.4696181438683444,-0.5864228095808292,0
0.4219564379848687,-5.091318627636229,0.7969899487039118,1.7460303936416843,0
1.4078587577119075,0.4227011593579721,-0.853812968397334,-0.2808448150094161,2
0.4155292478808089,0.9202648912296956,1.1299705332742105,0.8066601394178807,2
-1.07715331408282,-0.8743296530196794,-0.8701078194002155,-0.1701206520301709,1
-1.2893867055799342,1.554630318831957,0.1602043725733777,0.5869646992979765,2
1.052184013528022,2.027709916791184,0.8470816572972362,-0.1976315024057865,2
-0.3575332897150199,0.1242621352925627,-0.7148500609337363,1.6103394351929574,2
0.2075352055862946,1.231209402657893,-0.734939131923757,0.7991253134589896,2
1.0784129252504924,0.4218800202097171,0.1170089924519375,-0.2628919365160904,2
-6.087092664211507,1.193868184060442,1.1360210521758285,-0.7103011251495328,1
0.0414271631954528,-0.0395942163274467,0.9978114795358556,1.6809451578141217,2
2.491861854147293,0.1729690342632455,-0.7602954135636051,-0.2581019838674492,2
-1.626363584021906,-0.3343294064711026,-0.8200517142776674,0.2718491831714397,1
0.2340593608483119,-0.4930040787709168,0.9992056568257182,-0.1073951674513754,2
-0.9891553826731738,-0.8387164708149774,-0.0648268083422979,-0.8324980387607949,1
1.956638222061581,-2.733830097085282,0.1127679432425641,0.7675554517952528,0
1.615763397701627,0.3929379518464229,0.0657340693223899,-0.6959104811404228,2
-1.1703377785626223,0.6153423267394449,-0.3242752037017686,-0.2636738556517051,1
0.1517086789965427,-0.6767441910442354,-1.506856455987747,0.2295271942935698,0
4.2812527956480695,0.9022215129446652,-0.6551442271510871,-0.3015421531136037,2
3.522441856040816,0.6337944341131219,-1.2928626909481984,-0.2190945372586185,2
0.8605756836169155,2.659333368757537,0.5987679824720534,-0.4273012782434703,2
-2.216765310583804,-0.3495368561927151,-1.3823665576989923,1.655451757544965,1
-0.0382255385819753,1.5607003249369864,0.2166254072784637,-0.3245197353987097,2
-2.4856857273141286,0.1963731363489099,-0.1780634778011249,0.2044534456019987,1
-0.7079216240455138,1.2398160330760375,-0.0203776385870797,0.6826583251398056,2
3.2333110817370168,1.4061479797787595,0.1351726597821126,0.2799641417909754,2
-1.4504310129591738,2.299420715115442,0.7739781173560495,1.2271775959326368,2
1.6911485219569662,-1.344241037710909,-0.979995138153186,-0.633378632669578,0
0.2769161446015857,-3.5169127978163592,3.2942938983158983,1.622278811596224,0
1.070119076428825,-3.9233165857642,1.5119871710280532,0.8306232155271982,0
-3.3888659858173207,-2.619196391113191,0.5331154050013024,0.7121759305046411,1
-3.57132912326272,-2.26648566729662,0.8676355734987161,0.5071429298857524,1
-1.4543508415727555,0.4375540955694867,-0.4135599396427418,0.7527829076508117,1
1.7196274712950816,1.1711727710167588,0.0408206088807783,0.1536354921215574,2
2.124330833067574,-0.1596955808390762,0.6485346464969397,0.568087803229109,2
1.2029975800626993,0.191173508233703,0.3377312599337825,0.5885143777720723,2
0.2846900045494263,2.4879645725375585,-0.4928010570429441,0.5971068507260529,2
-0.323612626626545,0.0567793619449962,-0.5532588526425535,-0.2606385567300832,1
-1.199822911673924,0.3040126974316037,0.237111966241293,-0.9261090508855786,1
1.9080326135048056,-1.356275671343987,0.7626350207264059,-1.036735274165829,0
1.9432821334732029,0.6614344968061313,-0.3115696401199634,0.3173036170478772,2
1.370923528072668,-1.1345931297117893,0.6586212475912483,-0.6356056160605686,0
1.0432049685159204,-2.9367628359324778,-2.632887250575185,1.6805471413565327,0
-1.3808547570062797,0.7439113828251556,0.4890579099396431,-0.3545851620237938,1
2.0484058386007438,0.3294633463863374,-0.4023917914117172,-0.5063941945503592,2
-0.6868512146193548,1.78358963716072,0.3352339546989878,0.3079312905895074,2
-0.8643728712488848,0.9514695538720994,0.196112001282815,-0.1097579821420563,1
-1.7090096912686352,0.8213379739955835,0.2057238242108813,-0.3764701356398134,1
-1.4780008292563034,0.281091319387621,-0.120776370598164,0.075000104754254,1
-0.905224423031053,-0.2618922873515897,-0.7853416832388891,0.0700243179469867,1
-0.1379233406197972,0.3135032316300355,0.2551570128733688,-0.1080996047827485,2
-1.0792928434090443,1.0949041871713008,-0.2269685706734558,0.2350945486782602,1
-1.1266331871244062,0.4803411132567868,-0.0040272575873072,0.4162341906979306,1
-1.2653107581836591,0.7253925038095239,0.0513086440118403,-0.293833544111697,1
-1.1996117720961923,-0.3643615138504746,-0.1718407304953179,0.5842099578283446,1
-4.13043078279303,0.2586015610089496,0.7066096609268101,-0.6503980641831494,1
0.8053769475989171,-0.1744414002793348,-1.4682175247914029,0.6739573414249085,0
-0.9094487019129202,1.4797746460099843,-0.2108046092362399,-0.1531171074422187,2
-0.2221417824087679,2.1881223341105387,-1.0843277609658315,0.664515592310635,2
-1.4797962811910714,1.0105517417569785,-0.5216439842017466,0.6520277709217475,1
1.30691789182897,0.8194724905322374,-0.0981324539269792,-0.902760027448256,2
0.0894519456765126,-4.6532806665886906,-1.3468760713290169,1.2700806132341833,0
-1.4893435296503217,1.0607654855480144,-0.0558591281268035,-0.9711490777146198,1
-1.5408376574484264,0.7864857364052696,0.3394955237588674,0.5875986041648525,1
-2.9953613284647136,-1.5820685716637557,0.7092119637179041,-0.749499655550319,1
-0.659017783644215,-0.5037556300413288,-0.7564141670888297,-0.712127790343898,1
-1.682542183137585,-0.7625538281346493,-0.1645179195332744,-0.9486375028250096,1
-1.621878459835088,-0.3661225778161322,0.1922978321330543,-0.6404002134465546,1
-1.3848666203515958,-0.5176021645243686,-0.1881785444566166,-0.0902371905043034,1
1.0212625627586904,0.7465101513741315,0.2538957115882078,0.7481151826002054,2
0.2999280953504863,-1.79383728676296,-1.5074019368056049,0.6504040202558354,0
0.1733308204848672,-0.0598741685969222,0.6191388487923859,-2.075988650260884,1
0.0212493041621236,-0.1957523399333184,0.2148011484482228,-0.3837683523104599,2
